Date,Stock,close_price
2020-07-06,SANB11.SA,29.770000457763672
2020-07-06,LREN3.SA,42.52000045776367
2020-07-06,ELET3.SA,32.810001373291016
2020-07-06,BRDT3.SA,22.479999542236328
2020-07-06,GOLL4.SA,20.170000076293945
2020-07-06,BRML3.SA,10.93000030517578
2020-07-06,BRAP4.SA,36.459999084472656
2020-07-06,ENBR3.SA,17.959999084472656
2020-07-06,VALE3.SA,56.56999969482422
2020-07-06,MULT3.SA,22.79999923706055
2020-07-06,EZTC3.SA,42.36999893188477
2020-07-06,TAEE11.SA,28.479999542236328
2020-07-06,PETR4.SA,22.51000022888184
2020-07-06,QUAL3.SA,30.709999084472656
2020-07-06,BBDC3.SA,20.729999542236328
2020-07-06,BPAC11.SA,80.0
2020-07-06,CYRE3.SA,25.60000038146973
2020-07-06,TOTS3.SA,24.36000061035156
2020-07-06,LAME4.SA,32.59999847412109
2020-07-07,CSNA3.SA,10.9399995803833
2020-07-07,YDUQ3.SA,34.400001525878906
2020-07-07,HAPV3.SA,59.95000076293945
2020-07-07,GNDI3.SA,64.47000122070311
2020-07-07,EGIE3.SA,43.88000106811523
2020-07-07,LREN3.SA,42.7400016784668
2020-07-07,RADL3.SA,22.54800033569336
2020-07-07,COGN3.SA,7.449999809265138
2020-07-07,UGPA3.SA,18.040000915527344
2020-07-07,QUAL3.SA,30.18000030517578
2020-07-07,VALE3.SA,56.36999893188477
2020-07-07,CCRO3.SA,15.010000228881836
2020-07-07,GOAU4.SA,7.260000228881836
2020-07-07,BBDC3.SA,19.8799991607666
2020-07-07,CYRE3.SA,25.61000061035156
2020-07-07,IRBR3.SA,8.793880462646483
2020-07-07,CIEL3.SA,4.75
2020-07-07,BPAC11.SA,80.94999694824219
2020-07-07,BRKM5.SA,23.79999923706055
2020-07-07,VVAR3.SA,15.859999656677244
2020-07-07,PCAR3.SA,70.9000015258789
2020-07-07,TAEE11.SA,28.459999084472656
2020-07-07,ITUB4.SA,26.3700008392334
2020-07-07,EMBR3.SA,8.199999809265138
2020-07-07,MULT3.SA,22.399999618530273
2020-07-07,HYPE3.SA,32.360000610351555
2020-07-07,BBSE3.SA,27.79999923706055
2020-07-07,B3SA3.SA,57.16999816894531
2020-07-07,BRAP4.SA,36.52999877929688
2020-07-07,ABEV3.SA,14.449999809265135
2020-07-07,BRDT3.SA,22.40999984741211
2020-07-07,MRFG3.SA,13.619999885559082
